active_packet_gap_max_s_mean,active_packet_gap_max_s_std,actuator_torque_rms_nm_mean,actuator_torque_rms_nm_std,baseline_selection_rate_mean,baseline_selection_rate_std,command_acceleration_max_abs_rad_s2_mean,command_acceleration_max_abs_rad_s2_std,command_acceleration_rms_rad_s2_mean,command_acceleration_rms_rad_s2_std,control_compute_max_s_mean,control_compute_max_s_std,control_compute_p50_s_mean,control_compute_p50_s_std,control_compute_p95_s_mean,control_compute_p95_s_std,control_deadline_miss_count_mean,control_deadline_miss_count_std,control_period_max_s_mean,control_period_max_s_std,control_period_p50_s_mean,control_period_p50_s_std,control_period_p95_s_mean,control_period_p95_s_std,control_period_p99_s_mean,control_period_p99_s_std,e2e_max_s_mean,e2e_max_s_std,e2e_p95_s_mean,e2e_p95_s_std,e2e_p99_s_mean,e2e_p99_s_std,exact_final_pool_time_max_s_mean,exact_final_pool_time_max_s_std,exact_final_pool_time_p95_s_mean,exact_final_pool_time_p95_s_std,exact_pool_candidate_count_mean_mean,exact_pool_candidate_count_mean_std,exact_pool_valid_count_mean_mean,exact_pool_valid_count_mean_std,exact_selection_changed_rate_mean,exact_selection_changed_rate_std,failure_rate_mean,failure_rate_std,fallback_duty_cycle_mean,fallback_duty_cycle_std,feedback_saturation_rate_mean,feedback_saturation_rate_std,joint_rmse_rad_mean,joint_rmse_rad_std,label,lap_tcp_rmse_m_mean,lap_tcp_rmse_m_std,late_packet_rate_mean,late_packet_rate_std,n_cases,orientation_rmse_rad_mean,orientation_rmse_rad_std,packet_age_max_steps_mean,packet_age_max_steps_std,packet_age_p50_steps_mean,packet_age_p50_steps_std,packet_age_p95_steps_mean,packet_age_p95_steps_std,packet_expiration_count_mean,packet_expiration_count_std,planner_execution_qref_error_max_rad_mean,planner_execution_qref_error_max_rad_std,planner_execution_qref_error_p95_rad_mean,planner_execution_qref_error_p95_rad_std,planner_execution_qref_error_rms_rad_mean,planner_execution_qref_error_rms_rad_std,planner_failure_count_mean,planner_failure_count_std,planner_failure_step_rate_mean,planner_failure_step_rate_std,planner_hz_mean,planner_hz_std,projection_activation_rate_mean,projection_activation_rate_std,projection_discrepancy_max_rad_mean,projection_discrepancy_max_rad_std,projection_discrepancy_p95_rad_mean,projection_discrepancy_p95_rad_std,projection_discrepancy_rms_rad_mean,projection_discrepancy_rms_rad_std,residual_saturation_rate_mean,residual_saturation_rate_std,safety_projection_offset_max_rad_mean,safety_projection_offset_max_rad_std,safety_projection_offset_p95_rad_mean,safety_projection_offset_p95_rad_std,safety_projection_offset_rms_rad_mean,safety_projection_offset_rms_rad_std,solve_max_s_mean,solve_max_s_std,solve_p95_s_mean,solve_p95_s_std,solve_p99_s_mean,solve_p99_s_std,start_jitter_max_s_mean,start_jitter_max_s_std,start_jitter_p50_s_mean,start_jitter_p50_s_std,start_jitter_p95_s_mean,start_jitter_p95_s_std,start_jitter_p99_s_mean,start_jitter_p99_s_std,tcp_p95_m_mean,tcp_p95_m_std,tcp_rmse_m_mean,tcp_rmse_m_std,trajectory,wakeup_lateness_max_s_mean,wakeup_lateness_max_s_std,wakeup_lateness_p50_s_mean,wakeup_lateness_p50_s_std,wakeup_lateness_p95_s_mean,wakeup_lateness_p95_s_std,wakeup_lateness_p99_s_mean,wakeup_lateness_p99_s_std
0.07,0.0,3.9968641197167876,0.19386984393440776,0.30391459074733096,0.027862746094040405,12.500022697448731,5.932743459699932e-06,8.12364540183539,0.08908059890791346,0.0830609992146492,0.002029909134293394,0.0008865646086633205,8.10542877328312e-06,0.0453122030198574,0.00036791515357744565,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.020536432595690712,0.0006797802403277259,0.019495534995803608,0.00023543996770888678,11.472597864768684,0.015795260513289316,11.472597864768684,0.015795260513289316,0.5074733096085409,0.030880986690272796,0.0,0.0,0.00498220640569395,0.0,0.0,0.0,0.014212107868589096,0.001225323925461095,FullVirtual,0.014580504050479563,0.0010387950397432926,0.0,0.0,5,0.019026919929559134,0.0027092731571929044,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.06122059002518654,0.008382086242111194,0.019196251630783076,0.0008607592184185167,0.00834402089286591,0.00033002296799144115,0.0,0.0,0.0,0.0,nan,nan,0.8478291814946619,0.020271582199479426,0.1657825827598572,0.04913871606331302,0.040550662279128985,0.004803849508466049,0.018767900151206877,0.0030567048084793698,0.0,0.0,0.1657825827598572,0.04913871606331302,0.040550662279128985,0.004803849508466049,0.018767900151206877,0.0030567048084793698,0.042341794818639755,0.001115271754014571,0.04033084213733673,0.0004288524535836411,0.041121734380722044,0.0006924797830169675,nan,nan,nan,nan,nan,nan,nan,nan,0.026639400422573085,0.00186844701892247,0.0117762883153222,0.0008255987144935983,circle,nan,nan,nan,nan,nan,nan,nan,nan
0.07,0.0,4.5717542826386115,0.18978225209404792,0.2904977375565611,0.01255605151630008,12.500026321411132,2.747509058168017e-06,8.072761389446367,0.01809315240937885,0.08359099477529526,0.0012603469337775293,0.0008952586096711457,1.3470002694324578e-05,0.0451609805226326,0.0004079980751039497,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.021097259205998854,0.001512200508655552,0.019464293197961523,0.0001258089538906804,11.441628959276018,0.019878626820351783,11.441628959276018,0.019878626820351783,0.49321266968325794,0.02498950456377209,0.0,0.0,0.006334841628959276,0.0,0.0,0.0,0.01909517271670192,0.0012552235449145215,FullVirtual,0.020513711664137638,0.0012343609496131755,0.0,0.0,5,0.01768748301893231,0.001790040955586116,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.06442762166261673,0.016239696012156208,0.019881336688995353,0.0009780361071244316,0.008632085860833586,0.00036832420942491085,0.0,0.0,0.0,0.0,nan,nan,0.8367420814479638,0.01075743679067456,0.13066620826721193,0.034627017856962795,0.03783553410321472,0.00392508821109015,0.0166049230850202,0.0014331220992516195,0.0,0.0,0.13066620826721193,0.034627017856962795,0.03783553410321472,0.00392508821109015,0.0166049230850202,0.0014331220992516195,0.04215397834777832,0.0010101431515046769,0.04044870957732201,0.00030516831480288025,0.041097721308469774,0.00029170242278883695,nan,nan,nan,nan,nan,nan,nan,nan,0.03115743815898895,0.002184927279207674,0.01528297165629015,0.0009310610466080072,fast_ellipse,nan,nan,nan,nan,nan,nan,nan,nan
0.07,0.0,3.571781939213036,0.12121518756573126,0.32953736654804267,0.0059548756336944685,12.500016021728516,8.10342627954407e-06,7.8528353605812615,0.032973825035884856,0.08321439623832702,0.0018364593438571465,0.000889608811121434,4.840340910155458e-06,0.04547680661082267,0.0002571920623540241,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.020625095604918896,0.000327371924241239,0.01946772859664634,0.00014689039005524385,11.405693950177938,0.015512095884486612,11.405693950177938,0.015512095884486612,0.46334519572953736,0.025834436174920327,0.0,0.0,0.00498220640569395,0.0,0.0,0.0,0.010351518573878463,0.000375834952412199,FullVirtual,0.010298381968092702,0.0004183953227027037,0.0,0.0,5,0.011695736933470927,0.0012309250738021507,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.05443483740091324,0.0058202853840419845,0.016294508073478924,0.0005059976013604786,0.007291225836445701,0.00013952196190583705,0.0,0.0,0.0,0.0,nan,nan,0.8093950177935942,0.016732791828074366,0.10570629984140396,0.009989442828988596,0.029826405830681295,0.005337377407640609,0.013162129039701454,0.001801553663430023,0.0,0.0,0.10570629984140396,0.009989442828988596,0.029826405830681295,0.005337377407640609,0.013162129039701454,0.001801553663430023,0.041824422776699066,0.0007031120704315862,0.04012532383203506,0.00016877366431030947,0.04078523159027099,0.0001353551608409555,nan,nan,nan,nan,nan,nan,nan,nan,0.01852857075631618,0.0010834625203434783,0.008386615117775928,0.0003265650470964929,figure8,nan,nan,nan,nan,nan,nan,nan,nan
0.07,0.0,3.3950177358215483,0.1999366988495339,0.3302491103202847,0.012430070602543067,12.50001392364502,6.763695993994577e-06,7.810310982168184,0.04589455802464746,0.08334925919771194,0.0004692882698917156,0.0008919229963794351,6.550258266593221e-06,0.04560220286250114,0.0005970353253148067,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02048515700153075,0.0005647175354018088,0.019449359393911438,0.00012366485372482654,11.43274021352313,0.018250364989264075,11.43274021352313,0.018250364989264075,0.4277580071174377,0.03658736843409218,0.0,0.0,0.00498220640569395,0.0,0.0,0.0,0.007818644891968544,0.00030956235092771445,FullVirtual,0.007701283990563206,0.0006136906438663029,0.0,0.0,5,0.008658049742387068,0.0008894861606624945,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.05270485132932663,0.0033848066471577837,0.015950843822211024,0.000343487634068202,0.007057037344313964,0.0002475380102126918,0.0,0.0,0.0,0.0,nan,nan,0.7954448398576512,0.01707146778168837,0.09706845879554749,0.020971026766572552,0.027164110392332057,0.0022634042507070073,0.011972557672331012,0.0007742389330198422,0.0,0.0,0.09706845879554749,0.020971026766572552,0.027164110392332057,0.0022634042507070073,0.011972557672331012,0.0007742389330198422,0.043036966025829314,0.0027722812215739316,0.04025952070951462,0.0003543970469517989,0.040882124751806255,0.0003273145737018397,nan,nan,nan,nan,nan,nan,nan,nan,0.012768819890916345,0.0013870575556788932,0.006270935747359009,0.0004940189840909912,rounded_square,nan,nan,nan,nan,nan,nan,nan,nan
0.0,0.0,4.166462819829215,0.1777970567102942,0.3081850533807829,0.008570529949318362,12.500026893615722,2.37462989768767e-06,8.060521596802824,0.06739222007468235,0.13488188832998277,0.1184284150231457,0.0008701890124939382,9.632016533673871e-06,0.04228713378310204,0.0005162140288348489,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.025038836593739688,0.009907666602906854,0.019595507794292644,0.0002893901209788998,11.486832740213522,0.011083566905620934,11.486832740213522,0.011083566905620934,0.5259786476868327,0.03407833343736401,0.0,0.0,0.0,0.0,0.0,0.0,0.012785339813019913,0.0003842077172065514,IdealZeroDelay,0.013534345603455034,0.0008066653284586114,0.0,0.0,5,0.0159220627635452,0.0014385050384319354,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0001800060272216797,1.1103755018420236e-05,1.3466795480780957e-05,1.2402543970681841e-06,8.898310609191108e-06,8.599308847277348e-07,0.0,0.0,0.0,0.0,nan,nan,0.848256227758007,0.017660713796253093,0.12679054737091064,0.016791070025771154,0.04170207738876339,0.0036530770658888627,0.0180503681795643,0.0014491478684578272,0.0,0.0,0.12679054737091064,0.016791070025771154,0.04170207738876339,0.0036530770658888627,0.0180503681795643,0.0014491478684578272,0.046127957105636594,0.009813091761516285,0.0403741605579853,0.0005817106886308861,0.04112878486514091,0.00037827356454003976,nan,nan,nan,nan,nan,nan,nan,nan,0.02493034720420837,0.0017828919193903527,0.01100165105838968,0.0007055426415060707,circle,nan,nan,nan,nan,nan,nan,nan,nan
0.0,0.0,4.466804040567647,0.08547703115227483,0.3167420814479638,0.012391913065727737,12.50001392364502,6.763695993994577e-06,7.99385797469954,0.05279467871726905,0.08055545389652252,0.000789439594435966,0.0008687606081366539,8.335635192968047e-06,0.04174585253000259,0.0003477196635235376,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02111328739556484,0.0017366359095214398,0.019248423411045223,0.00012615590522832004,11.4579185520362,0.011712379281035962,11.4579185520362,0.011712379281035962,0.5131221719457013,0.027635170107877763,0.0,0.0,0.0,0.0,0.0,0.0,0.017385138642157315,0.0006643616942358865,IdealZeroDelay,0.018680797686408335,0.0009207892051378699,0.0,0.0,5,0.014979887787852197,0.0009698418799338466,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.00019898414611816407,1.7038673456223193e-05,1.4672478428110459e-05,1.6544095166832725e-06,1.0463488120093058e-05,1.3823961963271729e-06,0.0,0.0,0.0,0.0,nan,nan,0.8381900452488689,0.014170917017964427,0.11409542560577393,0.014763180875328966,0.03826507568359373,0.0030376738224096463,0.016167602891484095,0.0012307751729463531,0.0,0.0,0.11409542560577393,0.014763180875328966,0.03826507568359373,0.0030376738224096463,0.016167602891484095,0.0012307751729463531,0.044828851521015164,0.005805742385331505,0.039878103882074356,0.0004232264524712049,0.04102283403277398,0.0011083365843094727,nan,nan,nan,nan,nan,nan,nan,nan,0.030720761716365806,0.0010131569137370627,0.013892901227448785,0.0006720678552749333,fast_ellipse,nan,nan,nan,nan,nan,nan,nan,nan
0.0,0.0,3.6260109591622722,0.15131811125456174,0.3437722419928826,0.024604108209884134,12.500011825561524,1.2794883599280108e-06,7.8071184522347155,0.06298075788603635,0.08139825016260147,0.001658227333506644,0.0008678711717948317,8.691939530799414e-06,0.04237644121050834,0.0004330366294512999,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.020550824608653782,0.00046480915235205404,0.019435977999819443,0.0001480587975177799,11.426334519572952,0.010794128745980514,11.426334519572952,0.010794128745980514,0.4562277580071174,0.018560006847552026,0.0,0.0,0.0,0.0,0.0,0.0,0.009376105445670769,0.0008829261734097533,IdealZeroDelay,0.009138562838388825,0.0011078348002829756,0.0,0.0,5,0.009869298440365173,0.0016245469722531967,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0001630544662475586,1.8519384705427667e-05,1.4595733373425871e-05,3.7719398105640423e-07,9.18093728172177e-06,5.540979217855183e-07,0.0,0.0,0.0,0.0,nan,nan,0.8079715302491103,0.027271955879858516,0.09893413484096528,0.009957185763383603,0.029169947057962387,0.00215425582481358,0.012604090780411342,0.0009799558149607224,0.0,0.0,0.09893413484096528,0.009957185763383603,0.029169947057962387,0.00215425582481358,0.012604090780411342,0.0009799558149607224,0.0417466938495636,0.0007160924107231106,0.04026639610528946,0.0004090753053031299,0.040967998355627054,0.000574471437669932,nan,nan,nan,nan,nan,nan,nan,nan,0.016223729141056534,0.002315369096549156,0.007440540083403768,0.0008806735136044462,figure8,nan,nan,nan,nan,nan,nan,nan,nan
0.0,0.0,3.4459628737343158,0.14856649044702197,0.35444839857651245,0.023686208245257984,12.500015258789062,7.294205923451593e-06,7.727558064193147,0.07163972130341562,0.08084166198968887,0.0009109929252655729,0.0008696915931068361,7.4113956853113865e-06,0.042133089154958725,0.00032621127377920094,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02016844540485181,0.00017389564343108456,0.019419058604398742,0.00016646148233743173,11.437722419928825,0.018998359879059595,11.437722419928825,0.018998359879059595,0.44483985765124556,0.016880485730436177,0.0,0.0,0.0,0.0,0.0,0.0,0.0075694871318910005,0.000669029231275325,IdealZeroDelay,0.00708785828339,0.0007642437589684698,0.0,0.0,5,0.008339993005120392,0.000390994894507813,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.00014617443084716797,2.5699266819501995e-05,1.3544140383601155e-05,9.595763332796665e-07,8.205908164728991e-06,5.967039690181806e-07,0.0,0.0,0.0,0.0,nan,nan,0.7925978647686832,0.015451562241385058,0.09296166747808457,0.012924507507862778,0.029801467675715655,0.0019129405416821199,0.012909901816064065,0.0005034442284607216,0.0,0.0,0.09296166747808457,0.012924507507862778,0.029801467675715655,0.0019129405416821199,0.012909901816064065,0.0005034442284607216,0.041471067070961,0.0008829640289007195,0.04013837650418282,0.0002619114955531908,0.04062211364507675,0.0002247374692994199,nan,nan,nan,nan,nan,nan,nan,nan,0.0119623988494277,0.0016893337685628719,0.005770856672808897,0.0005967904565599345,rounded_square,nan,nan,nan,nan,nan,nan,nan,nan
0.07,0.0,2.6756285787677134,0.06088688037553805,0.5288256227758007,0.017177962115511976,12.500010681152343,1.5670468068270666e-06,8.620251311441777,0.09672109386771806,0.07990769445896148,0.0015391171310264052,0.0008719081757590175,5.1110927399780995e-06,0.041610558032989506,0.0002809069117200651,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.021688152599381283,0.0027409019375243967,0.019560517597710714,0.00014375139475166494,11.524555160142349,0.011421214616285423,11.524555160142349,0.011421214616285423,0.6405693950177936,0.029237858941556907,0.0,0.0,0.00498220640569395,0.0,0.0,0.0,0.059031274252258945,0.0006726486586572227,NaiveDelayed,0.05067508689810708,0.002411706707133821,0.0,0.0,5,0.02013134862345038,0.0033721925258207663,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.038190054893493655,0.004383235028914683,0.020446610506623983,0.0004128793079677331,0.009390280648359886,0.00015136781315460438,0.0,0.0,0.0,0.0,nan,nan,0.9387900355871887,0.0017434090695965805,0.038190054893493655,0.004383235028914683,0.020422923564910878,0.00040630119005173447,0.009366859281213086,0.00015099026947312615,0.001708185053380783,0.0012929467704330927,0.038190054893493655,0.004383235028914683,0.020422923564910878,0.00040630119005173447,0.009366859281213086,0.00015099026947312615,0.043687985837459566,0.003090004471778753,0.040425793081521985,0.0003299312110755098,0.04124702736735343,0.00045399431495520123,nan,nan,nan,nan,nan,nan,nan,nan,0.08516779392957687,0.005137322551754975,0.04087426055970905,0.001980209877116412,circle,nan,nan,nan,nan,nan,nan,nan,nan
0.07,0.0,2.669956008411585,0.047583928019298075,0.5502262443438914,0.04973260330872065,12.500009346008301,1.9544507533950037e-06,8.60285376943952,0.06533745965219633,0.0798020288348198,0.0016551510465815256,0.000879938609432429,6.2940766607085245e-06,0.041624805629253386,0.0003270555813533963,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.021698872605338693,0.0033305235120886095,0.019536014599725603,0.0001563010564199221,11.483257918552036,0.029219700074140965,11.483257918552036,0.029219700074140965,0.6651583710407241,0.03879282398072906,0.0,0.0,0.006334841628959276,0.0,0.0,0.0,0.05221090198454369,0.0008538378242917863,NaiveDelayed,0.046998038981063896,0.0010920597279589757,0.0,0.0,5,0.021260941191582818,0.0024174316455645244,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0364599734544754,0.005265714256207384,0.020305585861206052,0.00034010387442624655,0.009183474717038504,6.675339880613589e-05,0.0,0.0,0.0,0.0,nan,nan,0.9223529411764705,0.0019619441980705185,0.0364599734544754,0.005265714256207384,0.020257854070514426,0.0003176376996375965,0.009154340574721274,6.654162678292073e-05,0.0,0.0,0.0364599734544754,0.005265714256207384,0.020257854070514426,0.0003176376996375965,0.009154340574721274,6.654162678292073e-05,0.04272750169038773,0.0028898896511020296,0.04049431160092354,0.0004073330639791752,0.04105058893561363,0.0007364298883362854,nan,nan,nan,nan,nan,nan,nan,nan,0.08331295162439348,0.00142053577748818,0.03567378038010968,0.0009946438977773073,fast_ellipse,nan,nan,nan,nan,nan,nan,nan,nan
